Municipality,Year,"A Agriculture, forestry and fishing Stock Of Enterprises (unit)",B Mining and quarrying Stock Of Enterprises (unit),C Manufacturing Stock Of Enterprises (unit),"D Electricity,  gas, steam and air conditioning supply Stock Of Enterprises (unit)","E Water supply: sewerage, waste management and remediation activities Stock Of Enterprises (unit)",F Construction Stock Of Enterprises (unit),G Wholesale and retail trade: repair of motor vehicles and motorcycles Stock Of Enterprises (unit),H Transportation and storage Stock Of Enterprises (unit),I Accommodation and food service activities Stock Of Enterprises (unit),J Information and communication Stock Of Enterprises (unit),K Financial and insurance activities Stock Of Enterprises (unit),L Real estate activities Stock Of Enterprises (unit),"M Professional, scientific and technical activities Stock of Enterprises (unit)",N Administrative and support service activities Stock Of Enterprises (unit),O Public administration and defence: compulsory social security Stock Of Enterprises (unit),P Education Stock Of Enterprises (unit),Q Human health and social work activities Stock Of Enterprises (unit),"R Arts, entertainment and recreation Stock Of Enterprises (unit)",S Other service activities Stock Of Enterprises (unit),T Activities of households as employers: undifferentiated goods- and services-producing activities of households for own use Stock Of Enterprises (unit),U Activities of extraterritorial organisations and bodies Stock Of Enterprises (unit),X Industry unknown Stock Of Enterprises (unit),Region
260,2005.0,57.0,3.0,90.0,2.0,9.0,91.0,107.0,64.0,29.0,11.0,7.0,30.0,39.0,32.0,1.0,4.0,15.0,7.0,33.0,1.0,,,12
260,2006.0,57.0,3.0,88.0,2.0,10.0,88.0,104.0,63.0,37.0,12.0,5.0,31.0,39.0,34.0,1.0,4.0,18.0,7.0,37.0,2.0,,,12
260,2007.0,54.0,3.0,91.0,2.0,10.0,92.0,102.0,61.0,39.0,13.0,5.0,33.0,44.0,32.0,1.0,4.0,19.0,7.0,40.0,1.0,,,12
260,2008.0,57.0,4.0,89.0,2.0,10.0,100.0,106.0,62.0,36.0,12.0,6.0,35.0,45.0,36.0,1.0,4.0,22.0,8.0,41.0,1.0,,,12
260,2009.0,65.0,4.0,90.0,2.0,11.0,99.0,110.0,62.0,35.0,10.0,6.0,37.0,44.0,41.0,1.0,4.0,22.0,9.0,40.0,2.0,,,12
260,2010.0,62.0,4.0,90.0,2.0,12.0,104.0,108.0,64.0,41.0,9.0,5.0,41.0,44.0,44.0,1.0,4.0,24.0,10.0,42.0,2.0,,,12
260,2011.0,67.0,3.0,94.0,2.0,12.0,111.0,112.0,64.0,38.0,8.0,5.0,43.0,47.0,45.0,1.0,4.0,26.0,10.0,45.0,2.0,,,12
260,2012.0,63.0,3.0,91.0,2.0,12.0,107.0,114.0,67.0,41.0,4.0,5.0,45.0,52.0,41.0,1.0,4.0,26.0,10.0,46.0,2.0,,,12
261,2005.0,24.0,,28.0,1.0,9.0,73.0,72.0,66.0,61.0,6.0,2.0,57.0,27.0,62.0,,10.0,11.0,27.0,28.0,,,,19
261,2006.0,26.0,1.0,27.0,1.0,10.0,78.0,76.0,66.0,64.0,8.0,1.0,61.0,30.0,64.0,,12.0,10.0,22.0,29.0,,,,19
261,2007.0,30.0,1.0,28.0,1.0,10.0,86.0,71.0,65.0,68.0,7.0,1.0,68.0,36.0,71.0,,11.0,9.0,23.0,35.0,,,,19
261,2008.0,30.0,1.0,29.0,1.0,10.0,94.0,75.0,65.0,72.0,8.0,2.0,75.0,37.0,71.0,,11.0,12.0,23.0,32.0,,,,19
261,2009.0,33.0,1.0,29.0,1.0,10.0,93.0,75.0,65.0,74.0,7.0,2.0,77.0,42.0,77.0,,10.0,13.0,23.0,29.0,,,,19
261,2010.0,31.0,2.0,26.0,1.0,10.0,92.0,76.0,67.0,75.0,7.0,2.0,73.0,43.0,80.0,,9.0,10.0,21.0,33.0,,,,19
261,2011.0,31.0,1.0,26.0,1.0,11.0,97.0,80.0,66.0,78.0,8.0,1.0,70.0,40.0,80.0,,9.0,11.0,20.0,35.0,,,,19
261,2012.0,28.0,1.0,26.0,1.0,10.0,87.0,77.0,68.0,81.0,8.0,2.0,78.0,42.0,81.0,,9.0,12.0,21.0,34.0,,,,19
263,2005.0,54.0,15.0,58.0,1.0,3.0,74.0,87.0,50.0,17.0,6.0,5.0,24.0,23.0,16.0,,3.0,18.0,4.0,25.0,,,,11
263,2006.0,57.0,14.0,57.0,1.0,3.0,74.0,87.0,51.0,16.0,6.0,5.0,24.0,27.0,14.0,,4.0,22.0,7.0,26.0,,,,11
263,2007.0,61.0,14.0,57.0,1.0,3.0,79.0,86.0,55.0,18.0,7.0,4.0,24.0,25.0,15.0,,4.0,23.0,9.0,25.0,,,,11
263,2008.0,66.0,14.0,57.0,2.0,4.0,80.0,84.0,60.0,17.0,7.0,5.0,23.0,28.0,17.0,,5.0,21.0,9.0,26.0,,,,11
263,2009.0,68.0,12.0,59.0,2.0,4.0,79.0,83.0,58.0,17.0,8.0,5.0,21.0,31.0,16.0,,6.0,18.0,11.0,25.0,,,,11
263,2010.0,73.0,11.0,63.0,2.0,4.0,83.0,87.0,55.0,18.0,7.0,4.0,22.0,30.0,17.0,,7.0,16.0,9.0,26.0,,,,11
263,2011.0,77.0,12.0,60.0,2.0,4.0,87.0,86.0,57.0,16.0,7.0,4.0,21.0,28.0,19.0,,7.0,16.0,11.0,28.0,,,,11
263,2012.0,80.0,12.0,60.0,2.0,4.0,86.0,91.0,58.0,18.0,7.0,4.0,22.0,29.0,22.0,,7.0,17.0,9.0,30.0,,,,11
265,2005.0,10.0,,9.0,,2.0,10.0,13.0,11.0,2.0,1.0,1.0,6.0,3.0,6.0,,1.0,4.0,,2.0,,,,13
265,2006.0,11.0,,11.0,,2.0,10.0,14.0,12.0,3.0,1.0,1.0,6.0,4.0,6.0,,1.0,4.0,,2.0,,,,13
265,2007.0,10.0,,11.0,,2.0,11.0,14.0,12.0,3.0,1.0,1.0,6.0,4.0,5.0,,1.0,3.0,,1.0,,,,13
265,2008.0,10.0,,10.0,,2.0,11.0,14.0,10.0,3.0,2.0,,6.0,4.0,5.0,,1.0,3.0,,1.0,,,,13
265,2009.0,11.0,,8.0,,2.0,12.0,14.0,9.0,2.0,2.0,,6.0,2.0,4.0,,,2.0,,1.0,,,,13
265,2010.0,12.0,,8.0,,2.0,10.0,11.0,9.0,2.0,3.0,,6.0,2.0,4.0,,,2.0,,1.0,,,,13
265,2011.0,16.0,,8.0,,2.0,10.0,9.0,9.0,2.0,3.0,1.0,5.0,2.0,4.0,,,2.0,,1.0,,,,13
265,2012.0,17.0,,7.0,,2.0,13.0,10.0,9.0,3.0,3.0,1.0,5.0,2.0,4.0,,,2.0,,1.0,,,,13
271,2005.0,36.0,5.0,64.0,2.0,3.0,86.0,93.0,52.0,24.0,8.0,3.0,20.0,24.0,19.0,,4.0,16.0,8.0,29.0,,,,04
271,2006.0,37.0,5.0,65.0,2.0,5.0,89.0,85.0,51.0,24.0,7.0,3.0,25.0,26.0,22.0,,3.0,18.0,10.0,31.0,,,,04
271,2007.0,34.0,5.0,60.0,2.0,5.0,91.0,75.0,49.0,24.0,6.0,3.0,25.0,28.0,22.0,,4.0,18.0,9.0,32.0,,,,04
271,2008.0,42.0,5.0,58.0,2.0,4.0,95.0,76.0,50.0,24.0,6.0,3.0,27.0,34.0,24.0,,3.0,17.0,10.0,37.0,,,,04
271,2009.0,44.0,5.0,54.0,2.0,4.0,97.0,71.0,49.0,23.0,7.0,3.0,28.0,32.0,26.0,,3.0,16.0,9.0,39.0,,,,04
271,2010.0,46.0,4.0,54.0,2.0,5.0,100.0,68.0,49.0,20.0,6.0,3.0,29.0,32.0,24.0,,2.0,16.0,10.0,41.0,,,,04
271,2011.0,48.0,4.0,52.0,2.0,5.0,103.0,69.0,52.0,21.0,7.0,4.0,29.0,34.0,24.0,,2.0,17.0,10.0,41.0,,,,04
271,2012.0,46.0,4.0,52.0,2.0,4.0,100.0,68.0,47.0,21.0,7.0,3.0,28.0,35.0,28.0,,1.0,16.0,9.0,38.0,,,,04
272,2005.0,89.0,3.0,306.0,6.0,14.0,275.0,517.0,187.0,89.0,56.0,13.0,179.0,195.0,67.0,,17.0,36.0,22.0,148.0,,,,16
272,2006.0,89.0,4.0,300.0,7.0,15.0,290.0,537.0,191.0,97.0,54.0,15.0,183.0,203.0,77.0,,17.0,43.0,23.0,145.0,,,,16
272,2007.0,99.0,4.0,299.0,10.0,15.0,315.0,544.0,191.0,99.0,57.0,17.0,197.0,217.0,81.0,,18.0,47.0,25.0,151.0,,,,16
272,2008.0,105.0,5.0,307.0,11.0,17.0,345.0,546.0,194.0,97.0,57.0,16.0,218.0,238.0,89.0,,17.0,48.0,28.0,151.0,,,,16
272,2009.0,110.0,5.0,300.0,11.0,16.0,347.0,511.0,193.0,104.0,54.0,15.0,229.0,256.0,101.0,,18.0,52.0,31.0,166.0,,,,16
272,2010.0,117.0,4.0,281.0,10.0,17.0,350.0,510.0,199.0,109.0,57.0,16.0,232.0,266.0,106.0,,19.0,54.0,38.0,168.0,,,,16
272,2011.0,117.0,4.0,279.0,10.0,17.0,356.0,527.0,202.0,105.0,57.0,18.0,240.0,279.0,110.0,,26.0,67.0,43.0,176.0,,,,16
272,2012.0,121.0,4.0,280.0,10.0,17.0,367.0,531.0,194.0,107.0,52.0,18.0,245.0,277.0,117.0,,26.0,65.0,48.0,184.0,,,,16
273,2005.0,10.0,,24.0,,1.0,49.0,41.0,29.0,63.0,2.0,,23.0,16.0,31.0,,2.0,7.0,10.0,17.0,,,,19
273,2006.0,10.0,,25.0,,1.0,51.0,41.0,29.0,63.0,2.0,,33.0,17.0,32.0,,1.0,9.0,10.0,18.0,,,,19
273,2007.0,10.0,,24.0,,1.0,52.0,44.0,29.0,64.0,2.0,,43.0,17.0,35.0,,1.0,7.0,10.0,19.0,,,,19
273,2008.0,11.0,,25.0,,1.0,49.0,42.0,28.0,67.0,3.0,,49.0,19.0,38.0,,2.0,9.0,11.0,19.0,,,,19
273,2009.0,12.0,,24.0,,1.0,48.0,43.0,29.0,63.0,3.0,,48.0,21.0,40.0,,2.0,8.0,10.0,19.0,,,,19
273,2010.0,11.0,,21.0,,2.0,48.0,44.0,30.0,66.0,3.0,,44.0,18.0,38.0,,3.0,8.0,11.0,19.0,,,,19
273,2011.0,11.0,,21.0,,2.0,51.0,49.0,31.0,69.0,3.0,,45.0,20.0,41.0,,3.0,8.0,13.0,21.0,,,,19
273,2012.0,11.0,,19.0,,2.0,52.0,51.0,31.0,62.0,2.0,,46.0,22.0,43.0,,3.0,8.0,13.0,25.0,,,,19
275,2005.0,19.0,3.0,15.0,1.0,3.0,27.0,30.0,23.0,7.0,2.0,2.0,3.0,9.0,6.0,,,3.0,1.0,7.0,,,,13
275,2006.0,21.0,3.0,18.0,1.0,3.0,26.0,28.0,22.0,8.0,3.0,2.0,3.0,9.0,6.0,,,4.0,3.0,7.0,,,,13
275,2007.0,21.0,3.0,19.0,1.0,3.0,28.0,27.0,23.0,8.0,4.0,2.0,3.0,9.0,7.0,,,5.0,3.0,7.0,,,,13
275,2008.0,20.0,3.0,16.0,1.0,4.0,27.0,26.0,23.0,7.0,4.0,2.0,3.0,13.0,6.0,,,6.0,3.0,9.0,,,,13
275,2009.0,20.0,3.0,15.0,1.0,4.0,32.0,23.0,24.0,9.0,5.0,1.0,4.0,14.0,5.0,,1.0,6.0,2.0,9.0,,,,13
275,2010.0,20.0,3.0,17.0,1.0,4.0,28.0,23.0,22.0,9.0,5.0,1.0,4.0,14.0,5.0,,1.0,5.0,3.0,10.0,,,,13
275,2011.0,20.0,3.0,17.0,1.0,4.0,29.0,21.0,20.0,9.0,5.0,1.0,4.0,15.0,6.0,,1.0,5.0,3.0,11.0,,,,13
275,2012.0,21.0,3.0,16.0,1.0,4.0,32.0,21.0,21.0,9.0,5.0,1.0,5.0,16.0,5.0,,1.0,5.0,1.0,11.0,,,,13
276,2005.0,35.0,4.0,62.0,1.0,9.0,97.0,92.0,52.0,18.0,10.0,5.0,30.0,51.0,31.0,,6.0,14.0,11.0,28.0,,,,12
276,2006.0,37.0,3.0,67.0,1.0,9.0,94.0,90.0,52.0,22.0,12.0,5.0,29.0,51.0,35.0,,7.0,13.0,14.0,30.0,,,,12
276,2007.0,38.0,3.0,66.0,1.0,12.0,101.0,99.0,52.0,24.0,12.0,6.0,30.0,51.0,39.0,,6.0,17.0,14.0,34.0,,,,12
276,2008.0,41.0,3.0,57.0,1.0,11.0,110.0,100.0,55.0,27.0,12.0,5.0,30.0,54.0,40.0,,7.0,21.0,16.0,37.0,,,,12
276,2009.0,41.0,3.0,52.0,1.0,11.0,112.0,107.0,56.0,28.0,13.0,4.0,29.0,53.0,47.0,,8.0,21.0,15.0,39.0,,,,12
276,2010.0,37.0,1.0,55.0,1.0,10.0,109.0,106.0,56.0,25.0,14.0,6.0,30.0,52.0,48.0,,9.0,25.0,16.0,37.0,,,,12
276,2011.0,38.0,1.0,55.0,1.0,10.0,111.0,101.0,56.0,25.0,14.0,6.0,33.0,53.0,44.0,,7.0,25.0,16.0,34.0,,,,12
276,2012.0,41.0,1.0,57.0,1.0,11.0,115.0,105.0,56.0,21.0,12.0,6.0,34.0,57.0,44.0,,10.0,25.0,16.0,37.0,,,,12
280,2005.0,47.0,,19.0,,2.0,28.0,40.0,24.0,3.0,2.0,3.0,5.0,17.0,9.0,,,1.0,1.0,10.0,,,,15
280,2006.0,51.0,,23.0,,2.0,26.0,41.0,25.0,3.0,2.0,3.0,5.0,18.0,9.0,,,2.0,1.0,10.0,,,,15
280,2007.0,51.0,,23.0,,2.0,30.0,43.0,24.0,5.0,3.0,3.0,5.0,18.0,8.0,,,2.0,1.0,11.0,,,,15
280,2008.0,50.0,,24.0,,2.0,30.0,44.0,24.0,5.0,3.0,3.0,5.0,19.0,8.0,,,2.0,1.0,12.0,,,,15
280,2009.0,48.0,,23.0,,2.0,29.0,40.0,24.0,6.0,4.0,3.0,5.0,21.0,10.0,,,2.0,1.0,13.0,,,,15
280,2010.0,47.0,,23.0,,2.0,28.0,40.0,23.0,4.0,4.0,3.0,5.0,20.0,10.0,,,1.0,1.0,14.0,,,,15
280,2011.0,48.0,,23.0,,2.0,27.0,42.0,24.0,4.0,3.0,3.0,5.0,19.0,10.0,,,1.0,1.0,14.0,,,,15
280,2012.0,47.0,,22.0,,2.0,26.0,40.0,23.0,4.0,4.0,3.0,5.0,21.0,9.0,,1.0,1.0,1.0,13.0,,,,15
284,2005.0,16.0,3.0,27.0,,1.0,32.0,30.0,21.0,6.0,,1.0,5.0,13.0,9.0,,2.0,4.0,2.0,12.0,,,,02
284,2006.0,18.0,3.0,26.0,,1.0,37.0,29.0,23.0,6.0,,1.0,5.0,16.0,8.0,,2.0,4.0,4.0,12.0,1.0,,,02
284,2007.0,17.0,4.0,31.0,,1.0,39.0,30.0,21.0,6.0,,1.0,5.0,18.0,9.0,,2.0,4.0,4.0,10.0,1.0,,,02
284,2008.0,17.0,3.0,33.0,,1.0,44.0,30.0,21.0,5.0,1.0,1.0,4.0,16.0,10.0,,3.0,5.0,5.0,13.0,1.0,,,02
284,2009.0,18.0,3.0,34.0,,1.0,48.0,32.0,20.0,6.0,1.0,1.0,4.0,16.0,10.0,,3.0,5.0,5.0,12.0,1.0,,,02
284,2010.0,19.0,3.0,35.0,1.0,,50.0,33.0,21.0,4.0,1.0,1.0,3.0,16.0,10.0,,3.0,5.0,6.0,14.0,1.0,,,02
284,2011.0,19.0,3.0,37.0,1.0,,50.0,33.0,20.0,5.0,1.0,1.0,5.0,19.0,9.0,,3.0,5.0,6.0,15.0,1.0,,,02
284,2012.0,19.0,3.0,37.0,2.0,,50.0,37.0,20.0,3.0,1.0,1.0,6.0,19.0,8.0,,3.0,5.0,6.0,15.0,1.0,,,02
285,2005.0,39.0,1.0,212.0,8.0,17.0,288.0,571.0,304.0,129.0,49.0,17.0,177.0,271.0,95.0,,22.0,61.0,25.0,173.0,,,,08
285,2006.0,38.0,1.0,210.0,9.0,17.0,309.0,573.0,308.0,126.0,52.0,21.0,176.0,285.0,101.0,,22.0,64.0,27.0,180.0,,,,08
285,2007.0,36.0,1.0,210.0,9.0,21.0,348.0,575.0,327.0,136.0,56.0,19.0,178.0,288.0,109.0,,23.0,68.0,29.0,181.0,,,,08
285,2008.0,33.0,1.0,210.0,9.0,21.0,381.0,579.0,331.0,147.0,59.0,18.0,182.0,301.0,116.0,,25.0,68.0,34.0,191.0,,,,08
285,2009.0,37.0,1.0,204.0,9.0,22.0,368.0,560.0,335.0,146.0,58.0,20.0,174.0,303.0,118.0,,23.0,64.0,36.0,196.0,,,,08
285,2010.0,40.0,1.0,207.0,10.0,21.0,382.0,543.0,336.0,142.0,57.0,20.0,170.0,306.0,123.0,,26.0,70.0,43.0,201.0,,,,08
285,2011.0,37.0,1.0,214.0,12.0,23.0,402.0,557.0,335.0,152.0,63.0,20.0,177.0,315.0,127.0,,27.0,72.0,45.0,217.0,,,,08
285,2012.0,38.0,1.0,212.0,9.0,23.0,391.0,557.0,331.0,154.0,72.0,20.0,185.0,331.0,132.0,,33.0,76.0,47.0,210.0,,,,08
286,2005.0,144.0,16.0,336.0,16.0,31.0,620.0,822.0,360.0,181.0,86.0,24.0,265.0,397.0,150.0,1.0,27.0,93.0,58.0,313.0,,,,08
286,2006.0,143.0,16.0,331.0,17.0,37.0,662.0,825.0,358.0,174.0,93.0,23.0,260.0,415.0,152.0,1.0,28.0,102.0,64.0,307.0,,,,08
286,2007.0,148.0,17.0,336.0,18.0,38.0,699.0,858.0,357.0,192.0,85.0,19.0,273.0,434.0,163.0,1.0,33.0,107.0,72.0,327.0,,,,08
286,2008.0,153.0,19.0,343.0,18.0,39.0,720.0,887.0,354.0,186.0,87.0,19.0,277.0,457.0,178.0,1.0,36.0,113.0,74.0,333.0,,,,08
286,2009.0,159.0,18.0,344.0,18.0,42.0,719.0,870.0,360.0,185.0,82.0,21.0,263.0,459.0,181.0,1.0,41.0,115.0,78.0,340.0,,,,08
286,2010.0,175.0,18.0,330.0,14.0,45.0,729.0,848.0,351.0,193.0,90.0,21.0,262.0,473.0,197.0,1.0,41.0,124.0,83.0,343.0,,,,08
286,2011.0,176.0,19.0,333.0,15.0,48.0,757.0,829.0,351.0,196.0,101.0,19.0,268.0,475.0,210.0,,48.0,125.0,93.0,370.0,,,,08
286,2012.0,178.0,19.0,340.0,13.0,46.0,749.0,784.0,344.0,198.0,114.0,21.0,263.0,488.0,209.0,,51.0,126.0,99.0,375.0,,,,08
287,2005.0,52.0,2.0,75.0,2.0,8.0,67.0,124.0,60.0,23.0,6.0,3.0,33.0,53.0,12.0,,2.0,8.0,4.0,30.0,,,,15
287,2006.0,57.0,2.0,78.0,2.0,8.0,68.0,120.0,59.0,25.0,3.0,4.0,29.0,53.0,15.0,,3.0,11.0,5.0,29.0,,,,15
287,2007.0,58.0,2.0,73.0,2.0,8.0,70.0,128.0,59.0,23.0,4.0,4.0,29.0,56.0,12.0,,2.0,9.0,5.0,29.0,,,,15
287,2008.0,56.0,2.0,73.0,2.0,8.0,79.0,135.0,58.0,25.0,5.0,3.0,32.0,56.0,17.0,,2.0,10.0,6.0,32.0,,,,15
287,2009.0,58.0,2.0,70.0,2.0,9.0,82.0,126.0,59.0,23.0,6.0,3.0,31.0,54.0,17.0,,2.0,11.0,5.0,35.0,,,,15
287,2010.0,60.0,2.0,65.0,2.0,10.0,82.0,127.0,58.0,26.0,5.0,2.0,32.0,59.0,20.0,,1.0,9.0,4.0,34.0,,,,15
287,2011.0,61.0,2.0,66.0,2.0,10.0,84.0,123.0,61.0,24.0,5.0,2.0,31.0,59.0,22.0,,2.0,10.0,5.0,38.0,,,,15
287,2012.0,63.0,2.0,67.0,1.0,8.0,84.0,120.0,60.0,26.0,5.0,2.0,31.0,63.0,24.0,,3.0,10.0,4.0,41.0,,,,15
288,2005.0,56.0,1.0,72.0,1.0,4.0,48.0,79.0,56.0,12.0,12.0,3.0,24.0,20.0,16.0,,3.0,5.0,6.0,19.0,,,,15
288,2006.0,61.0,1.0,76.0,1.0,4.0,47.0,77.0,56.0,12.0,13.0,3.0,26.0,19.0,19.0,,4.0,6.0,7.0,21.0,,,,15
288,2007.0,60.0,1.0,78.0,1.0,5.0,53.0,78.0,57.0,11.0,12.0,3.0,31.0,21.0,19.0,,4.0,7.0,9.0,22.0,,,,15
288,2008.0,62.0,1.0,75.0,1.0,5.0,60.0,79.0,58.0,14.0,12.0,3.0,33.0,21.0,21.0,,4.0,8.0,9.0,22.0,,,,15
288,2009.0,61.0,1.0,75.0,1.0,5.0,65.0,75.0,55.0,15.0,12.0,4.0,32.0,20.0,23.0,,5.0,7.0,10.0,23.0,,,,15
288,2010.0,61.0,1.0,80.0,1.0,5.0,68.0,71.0,53.0,13.0,11.0,4.0,32.0,21.0,21.0,,5.0,6.0,11.0,25.0,,,,15
288,2011.0,61.0,1.0,81.0,1.0,5.0,74.0,72.0,50.0,13.0,11.0,4.0,32.0,23.0,22.0,,5.0,6.0,12.0,26.0,,,,15
288,2012.0,62.0,1.0,81.0,1.0,5.0,76.0,74.0,49.0,14.0,10.0,3.0,33.0,22.0,20.0,,3.0,8.0,14.0,30.0,,,,15
290,2005.0,57.0,4.0,60.0,1.0,2.0,40.0,72.0,67.0,30.0,1.0,2.0,16.0,21.0,22.0,,4.0,7.0,8.0,23.0,,,,18
290,2006.0,59.0,5.0,57.0,2.0,1.0,40.0,67.0,63.0,27.0,1.0,3.0,16.0,23.0,23.0,,4.0,6.0,8.0,22.0,2.0,,,18
290,2007.0,60.0,5.0,60.0,2.0,1.0,40.0,72.0,63.0,29.0,2.0,4.0,15.0,24.0,23.0,,4.0,7.0,9.0,25.0,2.0,,,18
290,2008.0,56.0,5.0,59.0,2.0,1.0,37.0,65.0,63.0,27.0,2.0,4.0,14.0,24.0,25.0,,3.0,8.0,9.0,25.0,,,,18
290,2009.0,55.0,5.0,59.0,2.0,1.0,38.0,63.0,62.0,24.0,2.0,3.0,13.0,24.0,25.0,,3.0,9.0,9.0,30.0,,,,18
290,2010.0,52.0,5.0,53.0,2.0,1.0,39.0,64.0,60.0,23.0,2.0,2.0,13.0,24.0,22.0,,4.0,8.0,9.0,33.0,1.0,,,18
290,2011.0,52.0,5.0,53.0,3.0,1.0,41.0,71.0,63.0,24.0,2.0,2.0,11.0,24.0,23.0,,5.0,10.0,9.0,33.0,1.0,,,18
290,2012.0,58.0,5.0,49.0,3.0,1.0,39.0,69.0,59.0,22.0,2.0,2.0,10.0,24.0,27.0,,6.0,11.0,11.0,33.0,,,,18
291,2005.0,20.0,4.0,32.0,1.0,,36.0,34.0,18.0,8.0,5.0,1.0,19.0,18.0,13.0,,2.0,5.0,6.0,7.0,,,,06
291,2006.0,24.0,3.0,32.0,1.0,,36.0,33.0,19.0,9.0,5.0,1.0,13.0,17.0,13.0,,2.0,4.0,6.0,7.0,,,,06
291,2007.0,22.0,3.0,32.0,1.0,,43.0,35.0,18.0,9.0,5.0,1.0,11.0,19.0,15.0,,2.0,5.0,5.0,7.0,,,,06
291,2008.0,25.0,3.0,30.0,1.0,,41.0,33.0,18.0,9.0,5.0,1.0,11.0,17.0,17.0,,1.0,6.0,5.0,8.0,,,,06
291,2009.0,24.0,3.0,26.0,1.0,,39.0,31.0,18.0,8.0,5.0,1.0,11.0,15.0,17.0,,,6.0,3.0,9.0,,,,06
291,2010.0,26.0,3.0,23.0,2.0,,39.0,29.0,18.0,9.0,4.0,1.0,11.0,15.0,19.0,,,5.0,4.0,11.0,,,,06
291,2011.0,27.0,3.0,23.0,2.0,,36.0,27.0,19.0,10.0,4.0,1.0,10.0,17.0,20.0,,,6.0,5.0,13.0,,,,06
291,2012.0,25.0,3.0,23.0,2.0,,35.0,25.0,21.0,9.0,4.0,1.0,10.0,16.0,22.0,,,4.0,4.0,14.0,,,,06
295,2005.0,5.0,,2.0,,,3.0,4.0,7.0,8.0,,,,5.0,2.0,,1.0,,1.0,1.0,,,,21
295,2006.0,5.0,,3.0,,,3.0,7.0,7.0,9.0,,,,8.0,2.0,,1.0,1.0,1.0,1.0,,,,21
295,2007.0,4.0,,3.0,,,3.0,7.0,6.0,8.0,,,,9.0,2.0,,1.0,2.0,1.0,2.0,,,,21
295,2008.0,4.0,,2.0,,,4.0,6.0,5.0,9.0,,,,9.0,2.0,,1.0,2.0,1.0,2.0,,,,21
295,2009.0,4.0,,2.0,,,4.0,5.0,4.0,9.0,,,,7.0,4.0,,1.0,1.0,1.0,1.0,,,,21
295,2010.0,4.0,,2.0,,,4.0,5.0,4.0,11.0,1.0,,,7.0,4.0,,1.0,1.0,1.0,1.0,,,,21
295,2011.0,4.0,,2.0,,,4.0,5.0,4.0,10.0,1.0,,,7.0,5.0,,1.0,1.0,1.0,1.0,,,,21
295,2012.0,4.0,,2.0,,,5.0,5.0,4.0,10.0,1.0,,,7.0,4.0,,1.0,1.0,1.0,1.0,,,,21
297,2005.0,124.0,14.0,355.0,5.0,28.0,489.0,907.0,381.0,198.0,157.0,48.0,360.0,536.0,188.0,,45.0,154.0,56.0,368.0,1.0,,,11
297,2006.0,137.0,15.0,372.0,6.0,31.0,526.0,915.0,382.0,209.0,156.0,47.0,377.0,568.0,196.0,,47.0,164.0,59.0,366.0,,,,11
297,2007.0,140.0,15.0,373.0,7.0,29.0,565.0,937.0,390.0,209.0,165.0,48.0,395.0,598.0,214.0,,57.0,170.0,66.0,356.0,1.0,,,11
297,2008.0,137.0,15.0,392.0,7.0,28.0,601.0,946.0,401.0,215.0,170.0,49.0,416.0,637.0,219.0,,66.0,183.0,68.0,362.0,,,,11
297,2009.0,140.0,15.0,388.0,5.0,28.0,607.0,931.0,392.0,239.0,174.0,48.0,422.0,652.0,238.0,,68.0,192.0,74.0,359.0,,,,11
297,2010.0,139.0,15.0,378.0,5.0,29.0,606.0,934.0,401.0,230.0,168.0,41.0,437.0,674.0,257.0,,70.0,206.0,71.0,375.0,,,,11
297,2011.0,139.0,16.0,383.0,5.0,29.0,612.0,957.0,396.0,230.0,176.0,39.0,436.0,710.0,277.0,,73.0,206.0,79.0,379.0,,,,11
297,2012.0,140.0,15.0,387.0,5.0,29.0,618.0,975.0,385.0,230.0,189.0,42.0,450.0,727.0,275.0,,75.0,200.0,84.0,402.0,,,,11
300,2005.0,28.0,3.0,41.0,2.0,2.0,43.0,39.0,25.0,6.0,5.0,2.0,11.0,15.0,11.0,,3.0,5.0,7.0,15.0,,,,14
300,2006.0,29.0,4.0,38.0,2.0,1.0,44.0,33.0,26.0,7.0,5.0,2.0,13.0,18.0,12.0,,3.0,5.0,8.0,16.0,1.0,,,14
300,2007.0,29.0,4.0,38.0,2.0,1.0,48.0,36.0,27.0,8.0,5.0,2.0,12.0,16.0,12.0,,3.0,5.0,8.0,18.0,,,,14
300,2008.0,28.0,3.0,37.0,2.0,2.0,53.0,36.0,27.0,9.0,6.0,2.0,11.0,15.0,13.0,,3.0,5.0,9.0,19.0,,,,14
300,2009.0,30.0,3.0,39.0,2.0,2.0,54.0,33.0,28.0,10.0,6.0,2.0,11.0,17.0,13.0,,3.0,5.0,8.0,19.0,,,,14
300,2010.0,33.0,4.0,37.0,2.0,2.0,56.0,33.0,27.0,9.0,6.0,1.0,14.0,17.0,12.0,,3.0,6.0,8.0,20.0,,,,14
300,2011.0,33.0,4.0,38.0,2.0,2.0,59.0,33.0,26.0,8.0,6.0,1.0,15.0,18.0,13.0,,4.0,7.0,9.0,20.0,,,,14
300,2012.0,34.0,4.0,37.0,2.0,2.0,59.0,32.0,25.0,6.0,6.0,1.0,14.0,19.0,14.0,,4.0,7.0,8.0,20.0,,,,14
301,2005.0,58.0,1.0,204.0,2.0,9.0,123.0,185.0,76.0,24.0,11.0,4.0,66.0,77.0,28.0,,9.0,15.0,13.0,62.0,,,,14
